Name,filters passed,NSE,BSE,Sector,epsQ,epsQ%,salesQ,salesQ%,ATPMQ,ATPQ,epsA,epsA%,ROE,DEratio
Orient Press,3,ORIENTLTD,526325,printingstationery,"[1.12, 1.11, 0.24, 0.34, 0.69, 0.47, 0.3, 0.58, -0.08, -0.33]","[62.0, 136.0, -20.0, -41.0, 962.0, 242.0]","[52.37, 42.15, 50.96, 49.99, 51.23, 43.98, 45.23, 43.24, 42.39, 40.59]","[2.0, -4.0, 13.0, 16.0, 21.0, 8.0]","[2.0, 2.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, -0.0, -1.0]","[0.91, 0.9, 0.19, 0.28, 0.55, 0.38, 0.24, 0.47, -0.07, -0.26]","[2.38, 1.27, 9.5, 17.9, 13.8]","[87.0, -87.0, -47.0, 30.0]",-1.0,"[0.87, 0.77, 0.66]"
Oriental Veneer,3,,531859,miscellaneous,"[1.84, 3.11, 1.77, 0.58, 0.4, 0.1, 0.36, 0.22, 0.36, 0.27]","[360.0, 3010.0, 392.0, 164.0, 11.0, -63.0]","[19.11, 19.07, 18.4, 22.22, 17.68, 17.57, 20.64, 16.79, 16.48, 18.73]","[8.0, 9.0, -11.0, 32.0, 7.0, -6.0]","[5.0, 9.0, 5.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0]","[0.99, 1.68, 0.95, 0.32, 0.22, 0.05, 0.19, 0.12, 0.19, 0.14]","[5.86, 1.03, 1.49, 0.51, None]","[469.0, -31.0, 192.0]",14.2,"[1.89, 1.89, 1.34]"
Orissa Minerals,3,ORISSAMINE,590086,miningminerals,"[6.03, 5.41, 10.07, 9.7, 4.32, -1.48, 6.13, 5.35, 0.44, 6.76]","[40.0, 466.0, 64.0, 81.0, 882.0, -122.0]","[None, None, None, None, None, None, None, None, None, None]",[-1],[],"[3.62, 3.25, 6.04, 5.82, 2.59, -0.89, 3.68, 3.21, 0.26, 4.05]","[29.5, 10.44, 21.44, 57.4, 368.69]","[183.0, -51.0, -63.0, -84.0]",2.14,[]
Oswal Minerals,3,OSWALMIN,,miningminerals,"[1.05, 1.39, 1.37, 1.1, 0.46, 0.67, 0.84, 0.46, 0.57, 0.64]","[128.0, 107.0, 63.0, 139.0, -19.0, 5.0]","[222.38, 267.72, 207.26, 172.74, 186.61, 206.08, 207.97, 252.3, 117.76, 99.79]","[19.0, 30.0, -0.0, -32.0, 58.0, 107.0]","[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.8, 1.06, 1.07, 0.85, 0.62, 0.52, 0.65, 0.36, 0.44, 0.49]","[3.4, 2.33, None, None]",[46.0],13.44,"[4.2, 4.82, 1.42]"
Otco Intl,3,,523151,computerssoftwaremediumsmall,"[0.32, -0.08, -0.15, 0.23, 0.16, -0.06, None, None, None, None]",[],"[1.44, None, 0.01, 0.75, 0.09, None, None, None, None, None]",[-1],[6.0],"[0.08, -0.02, -0.04, 0.06, 0.04, -0.02, -0.01, -0.01, -0.03, -0.01]","[0.25, 0.02, -5.74, None, None]","[1150.0, 100.0]",18.18,[]
Ovobel Foods,3,,530741,foodprocessing,"[10.61, -2.47, 3.66, 4.19, None, -17.03, None, None, None, None]",[],"[25.23, 23.41, 26.83, 22.86, -22.86, 22.57, 8.45, 7.42, 3.13, 3.22]","[210.0, 4.0]","[44.0, -11.0, 14.0, 19.0, 87.0, -79.0, 17.0, -1.0, -52.0, -13.0]","[11.14, -2.59, 3.85, 4.4, -19.96, -17.89, 1.4, -0.04, -1.63, -0.42]","[8.78, -3.71, -0.27, -1.45, None]","[337.0, -1274.0, 81.0]",-1.0,[]
P and G,3,PGHH,500459,personalcare,"[32.99, 26.77, 27.93, 18.95, 27.7, 24.88, 23.59, 16.88, 15.98, 16.05]","[19.0, 8.0, 18.0, 12.0, 73.0, 55.0]","[557.09, 554.84, 644.03, 576.31, 483.51, 500.35, 570.59, 492.75, 422.7, 416.63]","[15.0, 11.0, 13.0, 17.0, 14.0, 20.0]","[19.0, 16.0, 14.0, 11.0, 19.0, 16.0, 13.0, 11.0, 12.0, 13.0]","[107.09, 86.89, 90.66, 61.5, 89.92, 80.76, 76.57, 54.79, 51.87, 52.09]","[106.63, 93.04, 62.61, 55.85, 46.48]","[15.0, 49.0, 12.0, 20.0]",28.17,[]
Page Industries,3,PAGEIND,532827,textilesreadymadeapparels,"[56.64, 42.24, 40.08, 44.74, 31.49, 31.05, 36.69, 38.65, 21.16, 22.79]",[],"[438.28, 371.96, 377.41, 389.64, 278.9, 302.51, 287.58, 304.1, 209.06, 216.17]",[],"[14.0, 13.0, 12.0, 13.0, 13.0, 11.0, 14.0, 14.0, 11.0, 12.0]","[63.18, 47.12, 44.71, 49.9, 35.12, 34.63, 40.93, 43.1, 23.6, 25.42]","[175.75, 137.87, 100.89, 80.68, 52.49]","[27.0, 37.0, 25.0, 54.0]",50.68,"[0.35, 0.49, 0.41]"
Panchsheel Org,3,PANCHSHEEL,531726,pharmaceuticals,"[2.21, 0.75, 1.2, 0.48, 0.86, 0.15, 0.94, 1.31, 1.11, 0.02]","[157.0, 400.0, 28.0, -63.0, -23.0, 650.0]","[9.82, 7.3, 9.34, 10.52, 8.64, 10.69, 8.38, 10.35, 9.75, 8.01]","[14.0, -32.0, 11.0, 2.0, -11.0, 33.0]","[11.0, 5.0, 6.0, 2.0, 5.0, 1.0, 6.0, 6.0, 6.0, 0.0]","[1.11, 0.37, 0.6, 0.24, 0.43, 0.07, 0.47, 0.66, 0.56, 0.01]","[3.77, 3.51, 2.63, 4.57, 2.83]","[7.0, 33.0, -42.0, 61.0]",10.52,"[0.29, 0.38, 0.36]"
Pasupati Acrylo,3,PASUPTACRY,500456,textilesmanmade,"[0.78, -0.31, 0.18, 0.82, 0.95, -0.09, 0.45, 0.44, 0.01, 1.19]","[-18.0, -244.0, -60.0, 86.0, 9400.0, -108.0]","[151.35, 132.66, 136.87, 138.4, 129.07, 150.44, 124.7, 136.08, 119.38, 110.2]","[17.0, -12.0, 10.0, 2.0, 8.0, 37.0]","[5.0, -2.0, 1.0, 5.0, 7.0, -1.0, 3.0, 3.0, 0.0, 10.0]","[6.95, -2.8, 1.58, 7.32, 8.47, -0.76, 4.01, 3.89, 0.12, 10.65]","[1.63, 0.81, -0.78, -2.61, 0.89]","[101.0, 204.0, 70.0, -393.0]",-1.0,"[0.39, 1.41, 2.28]"
Pasupati Spin,3,PASUPATSPG,503092,textilesspinningsyntheticblended,"[0.88, -0.4, 0.06, 0.03, 0.51, -1.98, 1.56, 1.3, -1.38, 0.13]","[73.0, 80.0, -96.0, -98.0, 137.0, -1623.0]","[45.54, 50.82, 51.38, 52.03, 49.86, 54.46, 58.68, 50.64, 44.04, 43.58]","[-9.0, -7.0, -12.0, 3.0, 13.0, 25.0]","[2.0, -1.0, 0.0, 0.0, 1.0, -3.0, 2.0, 2.0, -3.0, 34.0]","[0.81, -0.45, 0.06, 0.02, 0.48, -1.86, 1.46, 1.21, -1.28, 14.7]","[0.2, -0.5, 5.77, 5.09, 5.39]","[140.0, -109.0, 13.0, -6.0]",0.39,"[1.71, 1.34]"
Patel Eng,3,PATELENG,531120,constructioncontractingcivil,"[0.62, 1.15, 0.03, 0.27, 0.09, 2.1, 0.35, 0.89, 0.05, 2.08]","[589.0, -45.0, -91.0, -70.0, 80.0, 1.0]","[698.39, 684.27, 519.97, 676.99, 518.01, 876.76, 512.49, 725.44, 574.12, 1187.41]","[35.0, -22.0, 1.0, -7.0, -10.0, -26.0]","[1.0, 1.0, 0.0, 0.0, 0.0, 2.0, 0.0, 1.0, 0.0, 1.0]","[4.76, 8.87, 0.25, 2.07, 0.71, 16.01, 2.46, 6.22, 0.32, 14.5]","[1.55, 3.26, 7.05, 9.1, 14.64]","[-52.0, -54.0, -23.0, -38.0]",0.7,"[2.03, 1.7, 1.33]"
Patel Integrate,3,PATINTLOG,526381,transportlogistics,"[1.34, 1.54, 1.21, 0.68, 0.52, 0.79, 0.51, 0.17, 0.08, 0.09]","[158.0, 95.0, 137.0, 300.0, 550.0, 778.0]","[133.6, 133.79, 144.61, 161.17, 148.38, 135.19, 122.29, 125.43, 120.8, 128.26]","[-10.0, -1.0, 18.0, 28.0, 23.0, 5.0]","[2.0, 2.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0]","[2.04, 2.34, 1.84, 1.03, 0.78, 1.2, 0.77, 0.26, 0.12, 0.13]","[3.94, 1.55, 1.59, 1.92, 2.11]","[154.0, -3.0, -17.0, -9.0]",6.62,"[0.47, 0.44, 0.48]"
Patels Airtemp,3,,517417,miscellaneous,"[3.15, 3.28, 3.85, 3.07, 2.03, 2.1, 2.01, 2.56, 2.53, 2.69]","[55.0, 56.0, 92.0, 20.0, -20.0, -22.0]","[25.2, 37.27, 33.07, 21.84, 15.65, 17.0, 14.66, 18.64, 18.1, 35.81]","[61.0, 119.0, 126.0, 17.0, -14.0, -53.0]","[6.0, 4.0, 6.0, 7.0, 7.0, 6.0, 7.0, 7.0, 7.0, 4.0]","[1.6, 1.66, 1.95, 1.56, 1.03, 1.06, 1.02, 1.3, 1.28, 1.36]","[12.23, 9.2, 9.76, 10.57, 17.5]","[33.0, -6.0, -8.0, -40.0]",11.6,"[0.47, 0.47, 0.3]"
Pearl Polymers,3,PEARLPOLY,523260,plastics,"[0.19, 0.15, -0.83, -0.44, -0.38, 0.26, 0.59, -0.41, -0.15, 8.44]","[150.0, -42.0, -241.0, -7.0, -153.0, -97.0]","[51.01, 49.88, 45.25, 46.39, 56.45, 56.53, 59.69, 56.12, 52.31, 217.58]","[-10.0, -12.0, -24.0, -17.0, 8.0, -74.0]","[1.0, 1.0, -3.0, -2.0, -1.0, 1.0, 2.0, -1.0, -0.0, 7.0]","[0.32, 0.26, -1.4, -0.74, -0.63, 0.44, 1.0, -0.69, -0.25, 14.21]","[-1.49, 0.32, 8.44, -0.22, 0.4]",[],-1.0,"[0.58, 0.67, 1.1]"
Pee Cee Cosma,3,,524136,detergents,"[2.5, 2.5, 0.9, 1.5, 1.7, -0.4, 1.0, 2.1, 4.4, 4.2]","[47.0, 725.0, -10.0, -29.0, -61.0, -110.0]","[21.64, 17.49, 19.79, 20.18, 23.08, 16.21, 19.33, 18.77, 21.36, 17.46]","[-6.0, 8.0, 2.0, 8.0, 8.0, -7.0]","[3.0, 2.0, 1.0, 2.0, 2.0, -1.0, 1.0, 3.0, 5.0, 6.0]","[0.66, 0.27, 0.23, 0.4, 0.44, -0.1, 0.25, 0.57, 1.16, 1.1]","[5.1, 7.1, 9.2, 1.9, -0.9]","[-28.0, -23.0, 384.0, 311.0]",9.3,"[0.67, 1.05, 0.45]"
Pennar Inds,3,PENIND,513228,steelcrhrstrips,"[0.32, 0.75, 0.4, 0.36, 0.26, 0.13, 0.26, 0.3, 0.35, 0.43]","[23.0, 477.0, 54.0, 20.0, -26.0, -70.0]","[184.94, 234.27, 195.61, 195.46, 168.51, 189.73, 183.68, 170.09, 192.34, 230.4]","[10.0, 23.0, 6.0, 15.0, -12.0, -18.0]","[2.0, 4.0, 2.0, 2.0, 2.0, 1.0, 2.0, 2.0, 2.0, 2.0]","[3.81, 9.02, 4.86, 4.36, 3.09, 1.58, 3.13, 3.66, 4.21, 5.3]","[1.77, 1.04, 2.55, 4.45, 5.69]","[70.0, -59.0, -43.0, -22.0]",6.91,"[0.41, 0.41, 0.47]"
Perfect Pack,3,,526435,packaging,"[1.92, -1.79, -1.87, 77.22, -11.32, -0.8, -5.19, -2.23, -2.39, 2.06]","[117.0, -124.0, 64.0, 3563.0, -374.0, -139.0]","[17.5, 15.58, 12.56, 14.52, 20.86, 22.47, 17.02, 20.88, 23.69, 23.86]","[-16.0, -31.0, -26.0, -30.0, -12.0, -6.0]","[1.0, -2.0, -2.0, 71.0, -7.0, -0.0, -4.0, -1.0, -1.0, 1.0]","[0.26, -0.24, -0.25, 10.29, -1.5, -0.09, -0.68, -0.29, -0.31, 0.29]","[62.2, -10.61, 1.23, 6.65, 9.49]","[686.0, -963.0, -82.0, -30.0]",48.62,"[2.17, 1.22, 1.48]"
Permanent Magne,3,PERMAGNET,504132,engineering,"[0.15, 0.08, 2.2, 0.48, -0.3, 0.36, 0.27, 1.17, -1.77, -1.57]","[150.0, -78.0, 715.0, -59.0, 83.0, 123.0]","[14.54, 17.17, 13.65, 13.97, 9.25, 14.54, 11.18, 12.47, 10.8, 12.39]","[57.0, 18.0, 22.0, 12.0, -14.0, 17.0]","[1.0, 0.0, 1.0, 3.0, -3.0, 2.0, 2.0, 2.0, -14.0, -11.0]","[0.13, 0.07, 0.19, 0.41, -0.26, 0.31, 0.23, 0.27, -1.52, -1.35]","[0.48, -0.83, -2.98, -2.63, 0.28]","[158.0, 72.0, -13.0, -1039.0]",-1.0,"[1.68, 1.78, 1.47]"
Petron Engg,3,PETRONENGG,530381,engineering,"[1.53, 13.32, 18.06, -7.48, -23.03, 3.77, 0.44, 0.27, 0.54, -5.34]","[107.0, 253.0, 4005.0, -2870.0, -4365.0, 171.0]","[102.96, 124.04, 127.44, 102.29, 59.91, 89.24, 88.65, 90.65, 107.33, 128.68]","[72.0, 39.0, 44.0, 13.0, -44.0, -31.0]","[1.0, 8.0, 11.0, -6.0, -29.0, 3.0, 0.0, 0.0, 0.0, -3.0]","[1.15, 10.04, 13.61, -5.64, -17.36, 2.85, 0.33, 0.21, 0.41, -4.03]","[0.82, 5.03, 0.12, 42.44, 41.06]","[-84.0, 4092.0, -100.0, 3.0]",0.4,"[0.93, 1.15, 0.74]"
PG Electroplast,3,PGEL,533581,consumergoodselectronic,"[0.17, 3.26, -3.57, -1.72, -0.75, -4.79, -4.16, -2.15, -1.26, -0.29]","[123.0, 168.0, 14.0, 20.0, 40.0, -1552.0]","[61.22, 73.09, 46.98, 54.51, 62.94, 66.36, 45.91, 47.62, 57.04, 72.77]","[-3.0, 10.0, 2.0, 14.0, 10.0, -9.0]","[0.0, 7.0, -12.0, -5.0, -2.0, -12.0, -15.0, -7.0, -4.0, -1.0]","[0.27, 5.36, -5.85, -2.82, -1.22, -7.87, -6.82, -3.52, -2.06, -0.48]","[-2.77, -12.36, -3.04, -6.31, 16.73]",[],-1.0,"[0.63, 0.56, 0.53]"
Pil Italica,3,PILIND,500327,plastics,"[0.02, 0.04, 0.1, 0.13, 0.01, -0.01, 0.01, 4.46, -0.14, 1.77]","[100.0, 500.0, 900.0, -97.0, 107.0, -101.0]","[10.04, 11.88, 10.6, 7.66, 9.5, 9.21, 10.28, 6.15, 9.06, 7.46]","[6.0, 29.0, 3.0, 25.0, 5.0, 23.0]","[1.0, 2.0, 5.0, 9.0, 5.0, -0.0, 0.0, 245.0, -2.0, 37.0]","[0.11, 0.25, 0.55, 0.67, 0.5, -0.03, 0.02, 15.04, -0.22, 2.74]","[0.38, -0.07, 1.37, -0.68, 18.14]","[643.0, -105.0, 301.0, -104.0]",-1.0,[]
Poddar Pigments,3,PODARPIGMT,524570,dyespigments,"[3.55, 3.97, 4.22, 3.44, 3.74, 3.67, 3.29, 2.94, 2.79, 3.32]","[-5.0, 8.0, 28.0, 17.0, 34.0, 11.0]","[75.31, 75.41, 81.62, 76.01, 85.23, 85.85, 74.43, 82.63, 70.27, 74.67]","[-12.0, -12.0, 10.0, -8.0, 21.0, 15.0]","[5.0, 6.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 4.0, 5.0]","[3.77, 4.22, 4.48, 3.65, 3.97, 3.9, 3.49, 3.12, 2.96, 3.52]","[15.38, 12.69, 12.06, 9.3, 9.0]","[21.0, 5.0, 30.0, 3.0]",17.23,"[0.01, 0.08, 0.15]"
Polson,3,,507645,dyespigments,"[415.83, 146.04, 157.5, 135.0, 106.67, 51.92, 47.92, 144.17, 115.0, 91.0]","[290.0, 181.0, 229.0, -6.0, -7.0, -43.0]","[22.96, 28.43, 23.91, 27.93, 23.64, 22.19, 22.11, 31.34, 21.36, 22.28]","[-3.0, 28.0, 8.0, -11.0, 11.0, -0.0]","[22.0, 6.0, 8.0, 6.0, 5.0, 3.0, 3.0, 6.0, 6.0, 5.0]","[4.99, 1.75, 1.89, 1.62, 1.28, 0.62, 0.58, 1.73, 1.38, 1.09]","[545.0, 359.42, 476.0, 427.91, 505.84]","[52.0, -24.0, 11.0, -15.0]",14.47,"[1.5, 1.65, 1.65]"
Porwal Auto,3,,532933,autoancillaries,"[0.23, 0.38, 0.06, 0.16, 0.13, 0.09, -0.1, -0.32, -0.21, 0.32]","[77.0, 322.0, 160.0, 150.0, 162.0, -72.0]","[18.7, 21.89, 15.6, 15.71, 19.36, 13.71, 9.61, 9.94, 14.18, 17.51]","[-3.0, 60.0, 62.0, 58.0, 37.0, -22.0]","[2.0, 3.0, 1.0, 2.0, 1.0, 1.0, -2.0, -5.0, -2.0, 3.0]","[0.35, 0.58, 0.1, 0.24, 0.2, 0.13, -0.16, -0.49, -0.32, 0.49]","[0.74, -0.39, 0.51, 0.46, 0.4]","[290.0, -176.0, 11.0, 15.0]",-1.0,"[0.26, 0.17, 0.22]"
Prabhu Steels,3,,506042,steelmediumsmall,"[26.34, -4.59, -0.37, -0.42, -0.15, 6.93, -4.04, None, 0.98, 2.36]","[17660.0, -166.0, 91.0]","[1.54, 2.99, 2.45, 2.47, 2.46, 3.06, 2.0, 2.98, 3.35, 3.67]","[-37.0, -2.0, 23.0, -17.0, -27.0, -17.0]","[123.0, -11.0, -1.0, -1.0, -0.0, 16.0, -14.0, 17.0, 2.0, 5.0]","[1.89, -0.33, -0.03, -0.03, -0.01, 0.5, -0.29, 0.5, 0.07, 0.17]","[-2.7, 10.78, 1.53, -3.23, -16.02]",[],-1.0,"[1.15, 1.29, 1.42]"
Prakash Woollen,3,,531437,textileswoollenworsted,"[0.29, 0.17, 1.37, 0.57, 0.16, 0.15, 1.32, 1.07, 0.65, 0.13]","[81.0, 13.0, 4.0, -47.0, -75.0, 15.0]","[16.63, 9.07, 37.86, 24.79, 16.46, 9.24, 29.96, 27.53, 14.45, 6.65]","[1.0, -2.0, 26.0, -10.0, 14.0, 39.0]","[2.0, 2.0, 4.0, 2.0, 1.0, 2.0, 4.0, 2.0, 2.0, 1.0]","[0.3, 0.17, 1.41, 0.59, 0.17, 0.15, 1.21, 0.6, 0.28, 0.05]","[2.28, 3.11, 4.66, 3.64, 3.99]","[-27.0, -33.0, 28.0, -9.0]",8.63,"[0.64, 1.12, 1.24]"
Pratibha Ind,3,PRATIBHA,532718,constructioncontractingcivil,"[2.21, 1.57, 1.94, 1.55, 1.11, 1.05, 1.31, 0.77, 0.49, 2.24]","[99.0, 50.0, 48.0, 101.0, 127.0, -53.0]","[535.58, 721.35, 527.92, 519.31, 500.18, 405.51, 293.38, 412.91, 353.45, 373.64]","[7.0, 78.0, 80.0, 26.0, 42.0, 9.0]","[4.0, 2.0, 4.0, 3.0, 2.0, 3.0, 5.0, 2.0, 1.0, 6.0]","[22.33, 15.9, 19.59, 15.67, 11.25, 10.6, 13.21, 7.77, 4.93, 22.59]","[6.18, 3.61, 9.44, 8.36, 7.89]","[71.0, -62.0, 13.0, 6.0]",8.44,"[1.28, 1.57, 1.2]"
Pratiksha Chem,3,,531257,dyespigments,"[0.09, -0.7, 0.04, 0.04, 0.05, -0.03, 0.01, 0.02, 0.02, -0.04]","[80.0, -2233.0, 300.0, 100.0, 150.0, 25.0]","[3.4, 1.76, 3.19, 2.56, 2.65, 1.58, 1.59, 1.71, 1.62, 1.29]","[28.0, 11.0, 101.0, 50.0, 64.0, 22.0]","[1.0, -22.0, 1.0, 1.0, 1.0, -1.0, 1.0, 1.0, 1.0, -2.0]","[0.05, -0.39, 0.02, 0.02, 0.03, -0.01, 0.01, 0.01, 0.01, -0.02]","[0.03, 0.02, 0.02, 0.21, 0.06]","[50.0, 0.0, -90.0, 250.0]",-1.0,"[1.22, 1.3, 1.22]"
Pressman Advt,3,PRESSMN,509077,mediaentertainment,"[0.57, -0.05, 0.45, 0.76, 0.53, 0.63, 0.43, 0.6, 0.42, -0.03]","[8.0, -108.0, 5.0, 27.0, 26.0, 2200.0]","[14.72, 11.21, 9.45, 10.74, 8.77, 8.91, 9.13, 10.15, 9.58, None]","[68.0, 26.0, 4.0, 6.0, -8.0]","[9.0, -1.0, 11.0, 17.0, 14.0, 17.0, 11.0, 20.0, 21.0]","[1.34, -0.11, 1.05, 1.78, 1.25, 1.49, 1.01, 2.0, 2.02, -0.05]","[1.69, 1.66, -0.06, -0.03, -0.09]","[2.0, 2867.0, -100.0, 67.0]",17.11,[]
Priya Limited,3,PRIYADYES,524580,dyespigments,"[2.42, 1.85, 1.46, 0.1, -1.2, -0.61, 0.18, 3.95, 2.19, 1.31]","[302.0, 403.0, 711.0, -97.0, -155.0, -147.0]","[31.69, 33.49, 35.77, 30.78, 32.04, 40.92, 43.45, 46.24, 46.54, 54.89]","[-1.0, -18.0, -18.0, -33.0, -31.0, -25.0]","[2.0, 2.0, 1.0, 0.0, -1.0, -0.0, 0.0, 3.0, 1.0, 1.0]","[0.73, 0.56, 0.44, 0.03, -0.36, -0.18, 0.05, 1.19, 0.66, 0.39]","[None, 5.71, 7.08, 2.72, 6.68]",[],-1.0,"[0.62, 0.75, 0.64]"
Punjab Chemical,3,PUNJABCHEM,506618,chemicals,"[-4.44, -0.42, 2.66, 0.6, 0.07, -7.42, 5.17, 5.84, -2.62, 0.23]",[],"[63.22, 90.83, 116.28, 91.54, 96.88, 74.12, 129.74, 116.51, 88.43, 98.57]","[-35.0, 23.0, -10.0, -21.0, 10.0, -25.0]","[-9.0, -1.0, 3.0, 1.0, 0.0, -12.0, 5.0, 6.0, -4.0, 0.0]","[-5.44, -0.52, 3.26, 0.74, 0.08, -9.1, 6.34, 7.16, -3.22, 0.28]","[2.91, 0.96, -18.64, None, None]","[203.0, 105.0]",18.57,"[10.93, 14.21, 14.99]"
PVR,3,PVR,532689,mediaentertainment,"[13.64, -8.39, 7.63, 2.09, 2.06, 1.74, 3.19, 5.5, 4.1, 5.94]","[562.0, -582.0, 139.0, -62.0, -50.0, -71.0]","[461.7, 273.84, 396.83, 371.4, 342.17, 288.7, 222.81, 235.77, 208.1, 145.36]","[35.0, -5.0, 78.0, 58.0, 64.0, 99.0]","[12.0, -13.0, 8.0, 2.0, 2.0, 2.0, 6.0, 9.0, 8.0, 12.0]","[56.67, -34.86, 31.43, 8.58, 8.47, 7.11, 12.69, 21.83, 16.23, 17.69]","[3.3, 14.16, 18.42, 10.5, 6.03]","[-77.0, -23.0, 75.0, 74.0]",-1.0,"[1.28, 0.52, 0.62]"
R Systems Intl,3,RSYSTEMS,532735,computerssoftwaremediumsmall,"[0.92, 0.68, 2.42, 2.07, 0.67, 0.73, 1.16, 10.07, 3.87, 3.44]","[37.0, -7.0, 109.0, -79.0, -83.0, -79.0]","[86.3, 78.81, 73.04, 77.81, 71.16, 69.07, 73.69, 73.36, 64.98, 57.78]","[21.0, 14.0, -1.0, 6.0, 10.0, 20.0]","[13.0, 11.0, 42.0, 34.0, 12.0, 13.0, 20.0, 17.0, 8.0, 7.0]","[11.63, 8.67, 30.81, 26.42, 8.56, 9.25, 14.63, 12.73, 4.88, 4.31]","[5.9, 2.9, 16.5, 5.25, 13.6]","[103.0, -82.0, 214.0, -61.0]",42.85,[]
R.J. Shah,3,,509845,engineering,"[2.21, 9.39, 2.98, 0.31, 1.35, 4.64, 7.07, 0.26, 4.6, 9.73]","[64.0, 102.0, -58.0, 19.0, -71.0, -52.0]","[0.1, 0.52, 0.99, 0.84, 0.46, 0.32, 0.84, 0.24, 1.22, 1.16]","[-78.0, 63.0, 18.0, 250.0, -62.0, -72.0]","[60.0, 65.0, 8.0, 1.0, 9.0, 41.0, 24.0, 4.0, 11.0, 23.0]","[0.06, 0.34, 0.08, 0.01, 0.04, 0.13, 0.2, 0.01, 0.13, 0.27]","[16.61, 16.44, 15.96, 8.62, 74.81]","[1.0, 3.0, 85.0, -88.0]",2.87,"[0.08, 0.08, 0.08]"
Raj Oil Mills,3,RAJOIL,533093,edibleoilssolventextraction,"[-0.13, -0.04, None, -0.03, -0.72, -38.92, -0.52, -0.08, -0.76, -2.95]",[],"[17.86, 16.67, 17.55, 14.42, 13.99, 17.39, 15.35, 17.07, 18.18, 21.43]","[28.0, -4.0, 14.0, -16.0, -23.0, -19.0]","[-5.0, -18.0, -1.0, -2.0, -36.0, -1589.0, -24.0, -32.0, -30.0, -98.0]","[-0.89, -2.98, -0.16, -0.27, -5.09, -276.37, -3.69, -5.46, -5.38, -20.98]","[-0.11, -40.91, -2.92, -0.11, 5.64]",[],-1.0,[]
Raj Packaging,3,,530111,plastics,"[0.82, 0.34, 0.37, 0.59, 0.57, 0.92, 0.63, 0.49, 0.03, 0.19]","[44.0, -63.0, -41.0, 20.0, 1800.0, 384.0]","[11.24, 10.05, 11.44, 12.6, 10.9, 12.14, 11.38, 9.7, 9.51, 8.63]","[3.0, -17.0, 1.0, 30.0, 15.0, 41.0]","[3.0, 1.0, 1.0, 2.0, 2.0, 3.0, 2.0, 2.0, 0.0, 1.0]","[0.38, 0.15, 0.17, 0.27, 0.24, 0.39, 0.27, 0.22, 0.01, 0.08]","[1.83, 2.07, -0.11, -0.05, 0.1]","[-12.0, 1982.0, -120.0, -150.0]",-1.0,"[1.19, 1.36, 1.63]"
Ram Informatics,3,,530951,computerssoftwaremediumsmall,"[0.47, 0.11, 0.7, 0.65, 0.4, 0.79, 0.13, 0.15, 0.11, -0.05]","[17.0, -86.0, 438.0, 333.0, 264.0, 1680.0]","[2.96, 4.33, 2.99, 3.13, 2.42, 2.24, 2.62, 2.75, 2.46, 0.76]","[22.0, 93.0, 14.0, 14.0, -2.0, 195.0]","[10.0, 2.0, 15.0, 13.0, 10.0, 22.0, 3.0, 3.0, 2.0, -7.0]","[0.3, 0.07, 0.44, 0.41, 0.25, 0.49, 0.08, 0.09, 0.06, -0.05]","[1.85, 1.17, 0.03, -1.78, -1.49]","[58.0, 3800.0, 102.0, -19.0]",15.8,"[0.06, 3.86, 12.79]"
Rama Phosphates,3,RAMAPHOSP,524037,fertilisers,"[0.85, -1.53, -2.76, 0.1, -1.33, 0.13, -3.15, -1.02, -1.49, 2.49]","[164.0, -1277.0, 12.0, 110.0, 11.0, -95.0]","[93.5, 88.83, 106.74, 112.78, 90.64, 123.72, 138.5, 184.09, 85.39, 195.08]","[3.0, -28.0, -23.0, -39.0, 6.0, -37.0]","[2.0, -3.0, -5.0, 0.0, -3.0, 0.0, 2.0, -1.0, -3.0, 2.0]","[1.51, -2.71, -4.88, 0.18, -2.35, 0.23, 2.09, -1.8, -2.63, 4.4]","[-5.52, -1.19, 14.49, 18.99, 16.93]",[],-8.43,"[0.41, 0.48, 0.57]"
Ramco Cements,3,RAMCOCEM,500260,cementmajor,"[4.0, 4.0, 1.0, 4.0, 2.0, 1.0, 1.07, 0.77, 3.0, 3.0]","[100.0, 300.0, -7.0, 419.0, -33.0, -67.0]","[922.51, 961.42, 786.11, 922.08, 924.26, 924.35, 842.62, 905.03, 960.12, 927.23]","[-0.0, 4.0, -7.0, 2.0, -4.0, -0.0]","[11.0, 10.0, 3.0, 10.0, 4.0, 3.0, 3.0, 2.0, 7.0, 7.0]","[97.49, 93.42, 22.96, 89.71, 36.26, 24.99, 25.59, 18.27, 68.85, 64.15]","[10.0, 6.0, 17.0, 16.0, 9.0]","[67.0, -65.0, 6.0, 78.0]",9.16,"[0.86, 0.9, 0.84]"
