Name,filters passed,NSE,BSE,Sector,epsQ,epsQ%,salesQ,salesQ%,ATPMQ,ATPQ,epsA,epsA%
Indian Terrain,3,INDTERRAIN,533329,textilesreadymadeapparels,"['7.36', '5.87', '8.56', '11.23', '4.78', '0.18', '5.87', '7.39', '4.03', '4.86']","[53.97489539748954, 3161.1111111111113, 45.82623509369677, 51.96211096075779, 18.610421836228287, -96.2962962962963]","['56.30', '68.97', '66.09', '103.62', '51.73', '61.97', '65.07', '64.16', '40.86', '53.76']","[-18.370305930114544, 4.357694053563316, -36.21887666473654, 100.30929827952835, -16.524124576407942, -4.764100199784839, 1.4183291770573514, 57.02398433675966, -23.99553571428571]","[0.09467140319715808, 0.05799623024503407, 0.07474655772431534, 0.060992086469793476, 0.052580707519814425, 0.001613684040664838, 0.05132933763639158, 0.06514962593516209, 0.05531081742535487, 0.05040922619047619]","['5.33', '4.00', '4.94', '6.32', '2.72', '0.10', '3.34', '4.18', '2.26', '2.71']","['30.04', '17.45', '7.36', '3.17', '11.30']","[72.1489971346705, 137.0923913043478, 132.1766561514196, -71.94690265486726]"
Indo Count,3,ICIL,521016,textilesspinningcottonblended,"['14.02', '7.50', '11.89', '11.62', '6.80', '8.20', '10.31', '7.13', '3.90', '2.94']","[106.17647058823529, -8.53658536585365, 15.324927255092144, 62.97335203366058, 74.35897435897436, 178.91156462585033]","['454.66', '444.51', '413.12', '454.56', '303.37', '342.61', '366.66', '420.73', '280.32', '341.32']","[2.283413196553516, 7.59827652982184, -9.116508271735304, 49.83683291030754, -11.453255888619715, -6.559210167457592, -12.851472440757728, 50.08918378995435, -17.8717918668698]","[0.1217613161483306, 0.06305819891565995, 0.10558675445391169, 0.09349700809574094, 0.08211095362099087, 0.08508216339277895, 0.09976545028091419, 0.06032372305278919, 0.049300799086757996, 0.030587132309855852]","['55.36', '28.03', '43.62', '42.50', '24.91', '29.15', '36.58', '25.38', '13.82', '10.44']","['37.18', '29.54', '7.61', '0.04', '3.92']","[25.863236289776577, 288.173455978975, 18925.0, -98.9795918367347]"
Indo Thai Secu,3,INDOTHAI,533676,financegeneral,"['7.63', '1.80', '0.06', '-1.34', '1.89', '0.12', '0.35', '0.83', '-0.48', '0.73']","[303.7037037037037, 1400.0000000000002, -82.85714285714285, -261.44578313253015, 493.75, -83.56164383561644]","['4.39', '9.67', '3.77', '5.31', '12.44', '7.50', '5.05', '4.35', '1.26', '1.10']","[-54.601861427094114, 156.49867374005305, -29.001883239171367, -57.31511254019293, 65.86666666666666, 48.51485148514852, 16.09195402298851, 245.2380952380952, 14.545454545454536]","[1.7380410022779045, 0.18614270941054809, 0.015915119363395226, -0.2523540489642185, 0.1527331189710611, 0.016, 0.0693069306930693, 0.19080459770114944, -0.38095238095238093, 0.6636363636363636]","['7.63', '1.80', '0.06', '-1.34', '1.90', '0.12', '0.35', '0.83', '-0.48', '0.73']","['2.41', '0.69', '-0.07', '0.26', '1.78']","[249.27536231884062, 1085.7142857142856, -126.92307692307692, -85.39325842696628]"
Indo-National,3,NIPPOBATRY,504058,drycells,"['17.44', '8.80', '32.35', '19.92', '7.09', '10.69', '9.12', '6.99', '3.39', '2.85']",[],"['80.68', '61.48', '77.93', '89.36', '69.21', '80.17', '89.04', '75.98', '68.71', '76.66']","[31.229668184775555, -21.108687283459528, -12.790957923008047, 29.114289842508317, -13.670949232880139, -9.961814914645108, 17.188733877336144, 10.580701499054012, -10.37046699713019]","[0.08106098165592464, 0.053675992192582955, 0.1556525086616194, 0.08359444941808415, 0.038433752347926606, 0.05001871024073843, 0.03840970350404312, 0.034482758620689655, 0.01848348129820987, 0.01395773545525698]","['6.54', '3.30', '12.13', '7.47', '2.66', '4.01', '3.42', '2.62', '1.27', '1.07']","['77.13', '33.90', '10.40', '22.48', '39.01']","[127.5221238938053, 225.96153846153845, -53.736654804270465, -42.37375032043065]"
Innovative Tech,3,,523840,plastics,"['0.82', '0.85', '0.54', '0.08', '0.07', '0.01', '0.48', '0.33', '0.33', '-1.62']","[1071.4285714285713, 8400.0, 12.50000000000001, -75.75757575757575, -78.78787878787878, 100.61728395061729]","['19.72', '23.99', '18.49', '16.92', '16.41', '22.01', '20.14', '15.65', '18.20', '18.82']","[-17.79908295122968, 29.745808545159548, 9.278959810874685, 3.107861060329077, -25.44298046342572, 9.285004965243301, 28.69009584664537, -14.010989010989006, -3.2943676939426196]","[0.09127789046653145, 0.07711546477699043, 0.09248242293131423, 0.010047281323877067, 0.009750152346130409, 0.0009086778736937755, 0.052631578947368425, 0.0031948881789137383, 0.03956043956043956, -0.1875664187035069]","['1.80', '1.85', '1.71', '0.17', '0.16', '0.02', '1.06', '0.05', '0.72', '-3.53']","['1.53', '1.00', '0.25', '--', '--']","[53.0, 300.0]"
INOX Leisure,3,INOXLEISUR,532706,mediaentertainment,"['2.46', '0.23', '1.38', '0.73', '0.20', '0.20', '0.69', '1.53', '1.48', '-1.03']","[1130.0, 15.0, 100.0, -52.28758169934641, -86.48648648648648, 119.41747572815532]","['302.69', '184.24', '263.21', '238.23', '223.68', '179.38', '200.37', '227.88', '219.68', '154.23']","[64.29114198871036, -30.002659473424252, 10.48566511354573, 6.50482832618025, 24.696175716356343, -10.475620102809806, -12.07214323328067, 3.7327021121631407, 42.43662063152436]","[0.07453169909808714, 0.011561007381676074, 0.04494510087002774, 0.026151198421693323, 0.020475679542203147, 0.008529378972014718, 0.0328392473923242, 0.044453220993505356, 0.06473051711580481, -0.06444919924787655]","['22.56', '2.13', '11.83', '6.23', '4.58', '1.53', '6.58', '10.13', '14.22', '-9.94']","['2.70', '4.85', '1.92', '1.67', '1.13']","[-44.32989690721649, 152.60416666666666, 14.970059880239523, 47.787610619469035]"
Jam Shri Ranjit,3,,502901,textilescompositemills,"['0.43', '1.76', '-0.33', '0.37', '0.11', '-1.90', '-1.30', '0.36', '2.82', '-0.31']","[290.90909090909093, 192.63157894736844, 74.6153846153846, 2.7777777777777803, -96.09929078014184, -512.9032258064516]","['12.30', '15.40', '12.10', '14.41', '12.92', '9.42', '10.46', '12.19', '8.89', '9.49']","[-20.129870129870127, 27.27272727272728, -16.030534351145043, 11.532507739938081, 37.15498938428875, -9.942638623326967, -14.191960623461844, 37.12035995500561, -6.322444678609059]","[0.024390243902439022, 0.07987012987012987, -0.01900826446280992, 0.018043025676613464, 0.006191950464396285, -0.14118895966029724, -0.08699808795411089, 0.020508613617719443, 0.2215973003374578, -0.023182297154899893]","['0.30', '1.23', '-0.23', '0.26', '0.08', '-1.33', '-0.91', '0.25', '1.97', '-0.22']","['0.43', '0.10', '-0.03', '12.04', '--']","[329.99999999999994, 433.33333333333337, -100.24916943521593]"
Jattashankar,3,,514318,textilesprocessing,"['2.54', '0.93', '1.61', '1.94', '1.84', '0.92', '2.34', '1.16', '1.48', '-0.12']","[38.04347826086956, 1.0869565217391313, -31.196581196581185, 67.24137931034484, 24.32432432432433, 866.6666666666667]","['9.52', '7.30', '8.04', '9.49', '7.68', '6.91', '5.96', '7.05', '5.94', '5.68']","[30.410958904109584, -9.20398009950248, -15.279241306638577, 23.56770833333334, 11.143270622286535, 15.939597315436243, -15.460992907801415, 18.686868686868678, 4.5774647887324065]","[0.1165966386554622, 0.056164383561643834, 0.08830845771144279, 0.08956796628029505, 0.10546875000000001, 0.057887120115774245, 0.17281879194630873, 0.0723404255319149, 0.10942760942760943, -0.008802816901408451]","['1.11', '0.41', '0.71', '0.85', '0.81', '0.40', '1.03', '0.51', '0.65', '-0.05']","['6.33', '5.91', '2.73', '2.27', '1.38']","[7.106598984771573, 116.4835164835165, 20.26431718061674, 64.49275362318842]"
Jindal PolyFilm,3,JINDALPOLY,500227,packaging,"['25.47', '12.93', '0.05', '11.82', '9.28', '12.31', '1.29', '5.31', '0.90', '5.41']","[174.46120689655172, 5.036555645816403, -96.12403100775194, 122.59887005649719, 931.111111111111, 127.54158964879852]","['720.39', '612.25', '548.93', '674.37', '666.70', '675.48', '588.09', '706.64', '650.23', '562.59']","[17.66271947733769, 11.535168418559753, -18.601064697421304, 1.1504424778761, -1.2998164268372079, 14.859970412691931, -16.77657647458394, 8.6753917844455, 15.5779519721289]","[0.14865558933355544, 0.08878726010616578, 0.00034612792159291716, 0.07368358616189925, 0.05855707214639268, 0.07664179546396636, 0.009216276420275808, 0.03158609758858825, 0.005844085938821647, 0.04056239890506408]","['107.09', '54.36', '0.19', '49.69', '39.04', '51.77', '5.42', '22.32', '3.80', '22.82']","['36.45', '19.81', '7.73', '28.39', '128.72']","[83.99798081776882, 156.27425614489002, -72.77210285311729, -77.94437538844002]"
JK Sugars,3,,532519,sugar,"['0.40', '-2.43', '4.89', '-3.73', '-8.02', '-3.45', '-4.59', '-4.60', '10.37', '-3.50']","[104.98753117206982, 29.565217391304348, 206.53594771241833, 18.913043478260864, -177.33847637415622, 1.4285714285714235]","['33.24', '13.73', '22.03', '37.42', '95.95', '37.22', '10.13', '14.90', '70.14', '28.52']","[142.09759650400585, -37.67589650476623, -41.127739176910744, -61.000521104742056, 157.791509940892, 267.42349457058236, -32.013422818791945, -78.75677216994582, 145.9326788218794]","[0.024969915764139587, -0.18718135469774216, 0.28279618701770315, -0.11063602351683591, -0.08681605002605523, -0.09618484685652876, -0.46989141164856857, -0.3194630872483221, 0.15312232677502138, -0.12692847124824685]","['0.83', '-2.57', '6.23', '-4.14', '-8.33', '-3.58', '-4.76', '-4.76', '10.74', '-3.62']","['-0.88', '-20.68', '-12.30', '--', '--']",[]
Jocil,3,JOCIL,,miscellaneous,"['5.01', '6.73', '1.30', '2.56', '4.16', '4.02', '2.43', '1.90', '4.40', '1.40']","[20.4326923076923, 67.41293532338311, -46.50205761316872, 34.736842105263165, -5.4545454545454595, 187.1428571428571]","['110.89', '81.83', '71.36', '72.77', '95.33', '98.53', '86.98', '85.93', '100.75', '89.45']","[35.512648173041676, 14.672085201793719, -1.9376116531537677, -23.66516311759153, -3.247741804526543, 13.278914693032878, 1.2219248225299628, -14.709677419354833, 12.632755729457795]","[0.040129858418252326, 0.07307833312965906, 0.016115470852017935, 0.031331592689295036, 0.03881254589321305, 0.03623261950674921, 0.024833295010347207, 0.019550797160479458, 0.038808933002481394, 0.013862493012856344]","['4.45', '5.98', '1.15', '2.28', '3.70', '3.57', '2.16', '1.68', '3.91', '1.24']","['14.76', '12.75', '16.46', '14.08', '21.87']","[15.764705882352938, -22.53948967193196, 16.903409090909097, -35.619570187471425]"
Jyoti Resins,3,,514448,chemicals,"['4.76', '-0.22', '0.84', '--', '-0.10', '-1.68', '-1.84', '1.24', '2.89', '-3.38']","[4859.999999999999, 86.90476190476191, 145.65217391304347]","['10.13', '7.00', '7.38', '6.74', '5.49', '3.58', '3.62', '4.00', '4.06', '2.76']","[44.71428571428572, -5.149051490514904, 9.495548961424326, 22.768670309653917, 53.35195530726258, -1.1049723756906087, -9.499999999999996, -1.4778325123152616, 47.10144927536232]","[0.18756169792694963, -0.012857142857142857, 0.04607046070460705, 0.0, -0.007285974499089253, -0.1871508379888268, -0.20441988950276244, 0.125, 0.2857142857142857, -0.48913043478260876]","['1.90', '-0.09', '0.34', '0.00', '-0.04', '-0.67', '-0.74', '0.50', '1.16', '-1.35']","['0.52', '0.60', '1.17', '1.07', '--']","[-13.333333333333327, -48.717948717948715, 9.345794392523352]"
Kakatiya Tex,3,,521054,textilesspinningcottonblended,"['2.28', '-0.88', '-0.45', '-0.31', '-0.74', '-0.29', '-0.15', '0.10', '-0.45', '-0.18']","[408.10810810810807, -203.44827586206898, -200.00000000000006, -409.99999999999994, -64.44444444444444, -61.11111111111111]","['3.15', '0.66', '2.23', '4.30', '3.34', '5.66', '6.19', '6.73', '5.20', '5.23']","[377.2727272727272, -70.40358744394618, -48.13953488372093, 28.74251497005988, -40.98939929328622, -8.562197092084011, -8.023774145616642, 29.42307692307693, -0.5736137667304062]","[0.9047619047619048, -0.7727272727272727, -0.11659192825112108, -0.04186046511627907, -0.1287425149700599, -0.030035335689045938, -0.014539579967689821, 0.008915304606240713, -0.05, -0.02103250478011472]","['2.85', '-0.51', '-0.26', '-0.18', '-0.43', '-0.17', '-0.09', '0.06', '-0.26', '-0.11']","['-2.39', '-0.80', '0.81', '-3.49', '2.12']",[]
Kalyani Steels,3,KSL,500235,steelrolling,"['6.62', '5.50', '4.86', '5.22', '3.50', '4.86', '3.51', '2.71', '2.32', '2.35']","[89.14285714285714, 13.168724279835384, 38.46153846153848, 92.61992619926198, 50.862068965517246, 106.80851063829789]","['301.34', '302.09', '295.84', '314.74', '311.97', '326.34', '296.17', '246.70', '244.18', '195.76']","[-0.2482703829984442, 2.112628447809627, -6.004956472008653, 0.887905888386698, -4.40338297481153, 10.186717088158813, 20.052695581678165, 1.0320255549184953, 24.73436861463017]","[0.09587177274839054, 0.07951272799496839, 0.07176176311519741, 0.07237720022876025, 0.049011122864377976, 0.06517742232027947, 0.05176081304656109, 0.047993514389947305, 0.04156769596199525, 0.05246219861054352]","['28.89', '24.02', '21.23', '22.78', '15.29', '21.27', '15.33', '11.84', '10.15', '10.27']","['19.09', '13.42', '5.47', '5.04', '12.53']","[42.25037257824143, 145.3382084095064, 8.531746031746026, -59.77653631284916]"
Kanco Tea,3,,590130,plantationsteacoffee,"['10.89', '-34.36', '0.29', '44.51', '7.50', '-30.98', '5.21', '43.28', '7.61', '-33.67']","[45.20000000000001, -10.910264686894768, -94.43378119001919, 2.841959334565612, -1.4454664914586113, 7.989307989307992]","['5.09', '3.77', '12.41', '13.20', '4.70', '4.00', '13.02', '15.24', '4.82', '5.74']","[35.01326259946949, -69.62127316680096, -5.984848484848479, 180.85106382978722, 17.500000000000004, -69.27803379416282, -14.566929133858272, 216.18257261410787, -16.02787456445993]","[0.36542239685658157, -1.5490716180371353, 0.004029008863819501, 0.5757575757575758, 0.2723404255319149, -1.3225, 0.06835637480798772, 0.4849081364829396, 0.2697095435684647, -1.0017421602787455]","['1.86', '-5.84', '0.05', '7.60', '1.28', '-5.29', '0.89', '7.39', '1.30', '-5.75']","['17.93', '24.91', '27.76', '15.76', '18.26']","[-28.02087515054195, -10.266570605187326, 76.14213197969545, -13.691128148959484]"
Keerthi Ind,3,,518011,cementmini,"['17.75', '23.69', '3.03', '3.08', '-7.26', '-6.75', '-6.11', '-3.46', '-7.11', '-18.81']","[344.49035812672173, 450.962962962963, 149.59083469721767, 189.01734104046244, -2.1097046413502034, 64.11483253588517]","['49.98', '46.06', '34.00', '30.17', '21.42', '30.61', '25.36', '25.59', '25.07', '23.02']","[8.510638297872328, 35.47058823529412, 12.694729864103408, 40.849673202614376, -30.022868343678528, 20.701892744479498, -0.8987885892926941, 2.07419226166733, 8.905299739357083]","[0.2887154861944778, 0.41663048198002606, 0.07735294117647058, 0.08849850845210473, -0.2623716153127918, -0.17216595883698138, -0.18533123028391169, -0.10082063305978899, -0.21938571998404469, -0.6450912250217202]","['14.43', '19.19', '2.63', '2.67', '-5.62', '-5.27', '-4.70', '-2.58', '-5.50', '-14.85']","['22.53', '-23.51', '-31.21', '13.89', '0.70']","[195.83156103785623, 24.67157962191605, -324.69402447804174, 1884.2857142857144]"
Kilburn Engg,3,KILBUNENGG,522101,engineeringheavy,"['0.98', '0.25', '1.23', '1.37', '0.26', '0.99', '0.51', '0.24', '0.05', '-4.08']","[276.9230769230769, -74.74747474747475, 141.17647058823528, 470.83333333333337, 420.0, 124.26470588235294]","['28.35', '38.72', '38.22', '26.93', '14.90', '47.40', '23.19', '22.14', '20.38', '17.84']","[-26.782024793388427, 1.3082155939298796, 41.923505384329744, 80.73825503355704, -68.56540084388186, 104.39844760672703, 4.742547425474258, 8.635917566241421, 14.237668161434975]","[0.04585537918871252, 0.008522727272727274, 0.042647828362114074, 0.0675826216115856, 0.023489932885906038, 0.027637130801687764, 0.028891763691246228, 0.014453477868112014, 0.003434739941118744, -0.3032511210762332]","['1.30', '0.33', '1.63', '1.82', '0.35', '1.31', '0.67', '0.32', '0.07', '-5.41']","['3.12', '1.80', '-12.70', '0.47', '6.89']","[73.33333333333334, 114.1732283464567, -2802.127659574468, -93.17851959361394]"
Kokuyo Camlin,3,KOKUYOCMLN,523207,diversified,"['0.51', '0.43', '0.39', '-0.63', '-0.57', '-0.56', '0.12', '-0.40', '-0.50', '-0.88']","[30.769230769230766, 168.25396825396825, 225.00000000000006, -57.49999999999999, -13.99999999999999, 36.36363636363636]","['184.86', '162.89', '158.47', '139.41', '93.35', '95.58', '139.28', '121.21', '86.62', '86.76']","[13.487629688747024, 2.7891714520098363, 13.671903019869452, 49.34118907337976, -2.333124084536518, -31.37564618035612, 14.908010890190585, 39.933040868159765, -0.1613646841862616]","[0.027480255328356594, 0.026582356191294742, 0.02461033634126333, -0.030987734021949646, -0.0423138725227638, -0.04362837413684871, 0.00617461229178633, -0.02268789703819817, -0.0398291387670284, -0.06961733517750116]","['5.08', '4.33', '3.90', '-4.32', '-3.95', '-4.17', '0.86', '-2.75', '-3.45', '-6.04']","['0.49', '-1.33', '-1.95', '0.19', '1.42']","[136.8421052631579, 31.79487179487179, -1126.3157894736842, -86.61971830985917]"
Kothari World,3,,511138,financeinvestments,"['0.64', '0.20', '0.39', '0.34', '0.26', '0.20', '0.03', '0.05', '0.10', '0.11']",[],"['0.95', '0.66', '1.02', '0.58', '0.56', '0.35', '--', '0.29', '0.26', '0.26']","[43.93939393939393, -35.29411764705882, 75.86206896551727, 3.5714285714285547, 60.00000000000002]","[0.5052631578947369, 0.22727272727272727, 0.28431372549019607, 0.4482758620689656, 0.33928571428571425, 0.4285714285714286]","['0.48', '0.15', '0.29', '0.26', '0.19', '0.15', '0.02', '0.03', '0.08', '0.08']","['1.35', '0.98', '0.40', '0.04', '--']","[37.75510204081634, 144.99999999999997, 900.0]"
Kriti Ind,3,KRITIIND,526423,plastics,"['1.22', '0.51', '-0.30', '-0.26', '0.58', '0.17', '0.12', '0.30', '0.48', '0.23']","[110.34482758620692, 199.99999999999997, -350.0, -186.66666666666669, 20.83333333333333, -26.08695652173913]","['143.61', '70.65', '113.37', '58.84', '119.18', '82.13', '103.33', '59.13', '113.47', '67.37']","[103.26963906581742, -37.68192643556496, 92.675050985724, -50.62930021815741, 45.11140874223793, -20.51679086422143, 74.75054963639437, -47.88930994976646, 68.42808371678788]","[0.04226725158415152, 0.03609341825902335, -0.012966393225721089, -0.02158395649218219, 0.0241651283772445, 0.010349446000243517, 0.0060001935546307944, 0.02519871469643159, 0.021062835991892133, 0.017069912423927563]","['6.07', '2.55', '-1.47', '-1.27', '2.88', '0.85', '0.62', '1.49', '2.39', '1.15']","['0.54', '1.08', '1.01', '1.13', '1.00']","[-50.0, 6.930693069306937, -10.619469026548662, 12.99999999999999]"
Kriti Nutrients,3,,533210,edibleoilssolventextraction,"['0.40', '0.17', '0.76', '0.04', '0.06', '0.34', '0.29', '0.03', '0.18', '0.37']",[],"['93.95', '74.73', '83.63', '67.18', '65.78', '74.88', '69.88', '75.99', '129.33', '203.84']","[25.719255988224273, -10.642114073896918, 24.486454301875536, 2.128306476132572, -12.152777777777771, 7.155123068116772, -8.04053164890117, -41.24333101368593, -36.553178963893245]","[0.02139435870143693, 0.011106650608858556, 0.045677388496950855, 0.002977076510866329, 0.004256612952265127, 0.022569444444444444, 0.0206067544361763, 0.0019739439399921043, 0.006958942240779401, 0.00907574568288854]","['2.01', '0.83', '3.82', '0.20', '0.28', '1.69', '1.44', '0.15', '0.90', '1.85']","['1.15', '0.71', '0.21', '0.79', '0.28']","[61.97183098591549, 238.0952380952381, -73.41772151898735, 182.14285714285714]"
Lead Financial,3,,531288,financeleasinghirepurchase,"['0.33', '0.09', '0.16', '0.13', '0.22', '0.11', '0.14', '0.11', '0.07', '0.02']","[50.000000000000014, -18.181818181818183, 14.285714285714276, 18.181818181818183, 214.28571428571428, 450.0]","['0.19', '0.23', '0.19', '0.14', '0.13', '0.12', '0.10', '0.10', '0.09', '0.18']","[-17.39130434782609, 21.052631578947373, 35.7142857142857, 7.692307692307699, 8.333333333333341, 19.99999999999999, 0.0, 11.111111111111121, -50.0]","[0.5789473684210527, 0.13043478260869565, 0.2631578947368421, 0.2857142857142857, 0.5384615384615385, 0.33333333333333337, 0.39999999999999997, 0.39999999999999997, 0.22222222222222224, 0.05555555555555556]","['0.11', '0.03', '0.05', '0.04', '0.07', '0.04', '0.04', '0.04', '0.02', '0.01']","['0.60', '0.43', '0.20', '0.30', '0.22']","[39.53488372093023, 114.99999999999999, -33.33333333333333, 36.36363636363636]"
Lime Chemicals,3,,507759,chemicals,"['-0.88', '-1.60', '-2.00', '14.46', '-1.56', '-2.25', '-2.00', '0.32', '-7.71', '-2.79']",[],"['3.69', '2.94', '3.84', '5.71', '6.29', '7.54', '7.32', '7.41', '7.47', '6.40']","[25.510204081632654, -23.437499999999996, -32.749562171628725, -9.220985691573928, -16.578249336870027, 3.005464480874313, -1.2145748987854232, -0.8032128514056172, 16.71874999999999]","[-0.07859078590785908, -0.17687074829931973, -0.16927083333333334, 0.8336252189141856, -0.08108108108108109, -0.09681697612732096, -0.08879781420765027, 0.014844804318488529, -0.34002677376171353, -0.1421875]","['-0.29', '-0.52', '-0.65', '4.76', '-0.51', '-0.73', '-0.65', '0.11', '-2.54', '-0.91']","['8.89', '-15.09', '-25.14', '-33.66', '--']","[158.91318754141815, 39.976133651551315, 25.311942959001772]"
Lok Housing,3,LOKHSG,500256,constructioncontractinghousing,"['0.23', '-0.66', '-0.09', '0.02', '-0.18', '0.08', '0.08', '0.08', '2.87', '-7.55']","[227.7777777777778, -925.0, -212.49999999999994, -75.0, -106.27177700348433, 101.05960264900662]","['10.59', '0.90', '4.67', '1.72', '7.78', '5.63', '8.35', '34.18', '10.36', '39.68']","[1076.6666666666665, -80.72805139186295, 171.51162790697677, -77.89203084832906, 38.188277087033754, -32.5748502994012, -75.57050906963137, 229.9227799227799, -73.89112903225806]","[0.10292728989612843, -3.433333333333333, -0.09635974304068523, 0.06395348837209303, -0.10925449871465295, 0.06571936056838366, 0.04910179640718563, 0.011702750146284378, 1.2972972972972974, -0.8898689516129032]","['1.09', '-3.09', '-0.45', '0.11', '-0.85', '0.37', '0.41', '0.40', '13.44', '-35.31']","['-0.50', '0.07', '-4.10', '0.27', '0.23']",[]
Lyka Labs,3,LYKALABS,500259,pharmaceuticals,"['0.10', '-0.18', '-3.19', '3.84', '-3.51', '-8.51', '-4.20', '-1.64', '-1.51', '0.38']","[102.84900284900284, 97.88484136310224, 24.04761904761905, 334.1463414634146, -132.4503311258278, -2339.4736842105262]","['25.04', '17.94', '22.02', '18.07', '14.41', '21.74', '12.19', '16.66', '15.58', '23.45']","[39.57636566332217, -18.528610354223428, 21.859435528500274, 25.39902845246357, -33.716651333946636, 78.34290401968826, -26.83073229291717, 6.93196405648267, -33.56076759061833]","[0.009984025559105431, -0.01950947603121516, -0.31108083560399635, 0.460431654676259, -0.5211658570437196, -0.844986200551978, -0.7440525020508614, -0.21248499399759904, -0.2098844672657253, 0.034968017057569294]","['0.25', '-0.35', '-6.85', '8.32', '-7.51', '-18.37', '-9.07', '-3.54', '-3.27', '0.82']","['0.58', '-15.87', '-1.30', '--', '0.88']","[103.65469439193447, -1120.7692307692307]"
Lykis,3,,530689,plantationsteacoffee,"['0.47', '0.02', '0.72', '0.01', '0.04', '0.46', '-0.26', '0.27', '--', '-0.13']","[1075.0, -95.65217391304347, 376.9230769230769, -96.29629629629629]","['28.58', '44.97', '46.44', '37.05', '29.23', '23.36', '38.31', '34.11', '15.45', '6.22']","[-36.44651990215699, -3.165374677002582, 25.344129554655876, 26.753335614095096, 25.128424657534254, -39.02375358914122, 12.31310466138963, 120.77669902912622, 148.39228295819936]","[0.030090972708187544, 0.0008894818768067601, 0.028423772609819126, 0.00026990553306342784, 0.0027369141293191925, 0.03638698630136986, -0.012790394152962672, 0.014951627088830256, 0.0, -0.03054662379421222]","['0.86', '0.04', '1.32', '0.01', '0.08', '0.85', '-0.49', '0.51', '0.00', '-0.19']","['0.79', '0.47', '-0.13', '--', '--']","[68.08510638297875, 461.5384615384615]"
Makers Labs,3,,506919,pharmaceuticals,"['2.68', '0.61', '1.35', '1.69', '1.14', '-0.94', '-0.36', '1.73', '0.78', '2.05']","[135.08771929824564, 164.89361702127658, 475.0, -2.3121387283237014, 46.15384615384613, -145.85365853658536]","['17.39', '13.81', '15.05', '18.91', '16.93', '16.52', '14.24', '20.87', '16.70', '16.30']","[25.923244026068065, -8.23920265780731, -20.41248016922263, 11.695215593620794, 2.4818401937046013, 16.011235955056176, -31.768088164829898, 24.970059880239532, 2.453987730061341]","[0.07590569292696953, 0.021723388848660388, 0.043853820598006646, 0.04389212057112639, 0.033077377436503255, -0.027845036319612593, -0.012640449438202247, 0.04072831816003833, 0.022754491017964073, 0.061963190184049076]","['1.32', '0.30', '0.66', '0.83', '0.56', '-0.46', '-0.18', '0.85', '0.38', '1.01']","['3.33', '1.21', '4.97', '-1.16', '7.03']","[175.20661157024796, -75.65392354124748, 528.448275862069, -116.50071123755332]"
Manaksia,3,MANAKSIA,532932,steelrolling,"['3.49', '0.05', '0.24', '0.47', '0.98', '0.69', '1.97', '1.91', '1.12', '0.57']","[256.12244897959187, -92.75362318840578, -87.81725888324873, -75.39267015706807, -12.50000000000001, 21.05263157894737]","['1.45', '0.29', '0.35', '296.23', '291.04', '335.17', '303.00', '289.78', '276.61', '316.08']","[400.0, -17.142857142857142, -99.8818485636161, 1.7832600329851556, -13.166452844825013, 10.617161716171623, 4.562081579129004, 4.761216152705961, -12.487344975955446]","[15.793103448275861, 1.1724137931034484, 4.428571428571429, 0.010431083955034937, 0.02199010445299615, 0.01345585822120118, 0.042508250825082514, 0.04317068120643247, 0.02642709952640902, 0.011895722601872943]","['22.90', '0.34', '1.55', '3.09', '6.40', '4.51', '12.88', '12.51', '7.31', '3.76']","['1.12', '5.68', '4.20', '1.12', '4.55']","[-80.28169014084506, 35.23809523809523, 275.0, -75.38461538461539]"
